Label,Review
0,good app great way see went bike 
1,updated review removed star  nt seem like improved weakness 4 year ago  many minor improvement would make much better app  calorie burned always seems inaccurate prompted download mapmyride see get better result  hard decision hardcore google fan  would nt mind work google work improvement 
0,great app  integrates well google  recommend reason alone  could use improvement many google experiment really tell whether go improve  like app ever since first released  nt updated much still good app track track  would like option similar run keeper something like 
0,great app 
0,great app really great app use every time run 
0,good    
1,reason speed calculate right 
0,simple useful really like use   
0,faultless say excellently  maybe design revamp  
0,every time walk 43 km show 43 km 5 km 50 km    
1,work well data conection  map usually appear track  wrong distance speed  happen often  receive gps signal slow sometimes work google map point location quickly 
1,tutorial  soon press  record  button start  user option enter information first  even nintendo  weight loss coach  better use 
0,stand alone app requires google earth view tracked data available play storeindia   useful 
1,awesome app ever useful always like try new hiking roading trail  push record start trail stop recording finish trail  work even cell service since us gps  one syncs google drive  thing wish could nt allow draw line something  accidentally left small gap 50 foot distance one trail forgot push record nothing fix 
1,latest update harmed app app recorded various stats accurately  latest update stats completely wrong  stay still record speed 11mph  gps drop constantly run give inaccurate result  look forward app updated fix problem 
1,gee  used work good stop record track 
0,give try 
0,favorite exercise tracker know lot pedometer type apps tried  really like track always come back 
0,excellent good 
0,go app track run 
0,app gone bad used great lately distance measurement spurious cant trusted  eg  distance always register around 53 ft start run instead zero quickly jump 1000 ft please fix best tracking app one point  
0,barang9 
1,40 min nonstop bike ride tend get 15 minute  non moving time  accord app  graph speed elevation nt smooth  seldom map path drawn go backwards bit continues forward  overall tracking pretty unreliable basic  suppose take gps info nt check probable corrects anything apart  ignore precision worse x  
1,track recording walking spotty inaccurate  large gap skipped spot right tool adjusted setting marginally better 
1,went best worst started use april 2011 impressed  could nt believe accuracy  since last two update useless  evening 3 mile straight line flat walk track recorded completely jagged 46 mile distance 600 foot elevation gain  use fixed 
0,nice 
1,google done  backed run deleted include marathon  also way inaccurate  angry 
1,aggregated stats  would useful aggregated stats also year activity  example would like know many km ran 2013 2014 aggregated stats give sum run walk cycle beginning time
0,distinction good app 
0,umarpapu sooo best treck 
0,top app 
1,highly inaccurate  walk footpath show park dy show actual walking time  uninstalled day 
0,great app must download  handy 
1,need web front end android side fine thing exported kml route  graph stats original android device   also nt display route without internet connection even though gps data known 
1,wrong count trip length spb count trip length wrong map correct  hard use 
0,amazing 
1,weird gap  move time issue  went run earlier app randomly say stopped multiple time  readout also give  moving  timespeed therefore much higher pace  pause recording option choose overall time readout added app would really good 
1,drop gps signal nt problem gps tracking app keep drop signal 50 time regardless sky vision  therefore really option track 
1,pic get picture synchronize track recorded session  followed  take picture check way link track phone save latlong photo file like rest photo  use htc one m7 
0,fantastic great app track long distance road trip morning run 
0,good app totally satisfied  
0,naan 
0,love app point love accurate   
1,mile dont show 
1,map lagging caused nonreaponse  view recoreded track lag respond 
0,app awesome  love 
1,poor redesign app worked great  start track wo nt get gps fix without one two minute wait  prior interface much useful 
0,  
0,best app category  thanks great app 
0,impressed nice work 
0,awesomeness love app  commercial fisherman work wonder new area locate trap 
1,app nt import gpx file sync google drive track exported track folder google drive map uploaded imported annoying  
0,fantastic app great app track path travel run 
0,1 bestgood job 
0,one favorite apps ever  use chaotic exploring search rock caterpillar metal detecting weirdest geek ever 
0,best tracking  work great store share track 
0,functional app started use want 
0,wow wow 
0,super accurate 
1,disappointed described many time others track inaccurate  random jump loop etc corrupt data  also logical error related non  zero distance traveled zero velocity 
1,need ble hrm support nice dev team get caught support bluetooth low energy heart rate monitor  otherwiseit fine app  appreciate unrestricted data export  miss many run tracker 
0,track 
1,track wanted track flight day started say  wait gps signal  10 minute nexus 7 started lagging app crashed started google map saw exactly move 
1,gps ca nt connect gps  useless 
0,n900 great  thaks  
0,whit google earth excellent  best free app record track see route google earth save track google drive 
1,lack lack hrm 
1,nice   longer upload file exist map google map   upload new public private map 
0,unreal accurate fantastic  disabled health  much better 
0,greatest thing ever 
1,elevation slope etc  changed  display map background anymore even reinstallation come also back old app calculated elevation gained lost slope etc  bring back receive 5 thanks 
1,good app speed calorie burned nt accurate wish could burn 900 calaries walk average 2mph  still great app use calculate mile walked seems buggy  make sure strong gps signal 
1,work properly since recent update  drop every couple minute walk  fine  
1,bt low energy support ble 
0,buenisimo buenisimo para calcular distancias tiempo velocidad calorias quemadas altitud 
0,superb app 
0,great app 
1,used work well  recorded 12km run 4m  way inform user gps signal weak 
0,useful app help track add roadsplaces google map 
1,love   work well device miss functionality would make really useful  export raw data nt include distance data graph  want able get mile km split give latitude longitude gps reading csv file  buy somebody else device ie  garman get something mytracks wo nt share 
1,good app need capability continue stopped track combine multiple track 1 single track  example accidentally pressed stop button hike create another new  track continue trail  give option either continue combine track  fine 
1,fun inaccurate  perhaps nt use gps much app give astonishing result show flit one end town another even though simply driven along one straight road  app need rely gps le guesswork 
0,great bike use mountain biking  love google map integration 
0,titi piti come come 
1,elevation high  recent update elevation much high reported 
0,superb good 
1,almost perfect really like app really need pedometer step counting 
0,needed perfect anyone jog walk  beat hell shealth 
0,bakar aap hai 
1,good keep drop gps signal 
0,love  app work great 
0,use hang gliding running  would good track downloaded google earth showed altitude well location 
0,fantastic app 
0,use excellent app 
0,awesome safe 
0,fun use  exciting 
1,use every run would like countdown timer start maybe way edit completed track fill gap gps signal lost  also would like sort integration drive sheet would collate information one spreadsheet  would awesome 
0,useless gps signal  ever 
1,would great worked tracked le 20 percent drive  ca nt blame gps waze never lost lock 
1,track work great lag 
1,update required please update app use new google map interface 
1,nice absolutely useless pro  nice uncluttered interface good selection option easy battery con  track written kml gpx format work google earth   buggy inclusion millisecond field reported 2 year ago  inability developer fix critical bug   poor arrogant customer support  seems standard google developer look bug map 
1,run google map app useful road run  user navigate cross country run google map nt show footpaths bridleways trail  need give option use ordnance survey open source mapping background mapping would great  pretty useless want navigate run road  mytrails job better 
1,mess wifi accidentally leave wifi app totally mess near router leave zigzaggy mess severely calculate distance traveled  like since december enough  terrible app fixed 
0,big fan 
0,brilliant 
0,sn37 
1,fragmented line lately gps signal keep drop lead dotted tracking path 
0, google earthplay store 
0,wow ilike 
0,5 star app cool  team use travel new road 
1,latest update poor fan track sometime  simple previously worked well past would rated much better  since last update repeatedly fails record record significant repeated gap data  effectively rendered application useless  use google nexus 4 latest o 
1,said didnt burn calorie incorrect mile  boooo 
0,motivate 4 u friend interest concept much better control send location location history share friend v retired  creepy latitude   u never knew friend watch notification drive nutz 
0,nice good app 
1,inaccurate concept nice poor job execution  gps track add sudden spike along path  use runkeeper time runkeeper whole lot accurate 
0,great really good app need able specify kilojoules instead calorie 
0,hmmm  good app 
1,need improvement ca nt access 2g data signal use app u need 3g internet connectivity  hey google learn whatsapp google apps also need fast internet connection access google o great    learn something whatsapp 
0,good app 
1,easy lightweight nt care share run social network  want lightweight easytouse app  fit criterion  occasionally mess elevation 
0,helpful hold android phone seems something lack  compared nokia symbian phone built track app android nt app  finally found separate app track  could better integrated google map app 
1,great app thing missing better integration google product 
0,nice 
0,use map hiking hunting  work great 
1,disappointed app worked great fall  went today yesterday  big gap track stats wrong  look like last update trashed 
0,app awesome recommend 
1,poor accuracy used 95 km track  show 39627 km  happy app  google please fix bug provide update  thanks 
0,nice app 
0,good easy 
0,great k9 track use app dog trailing  easy use great documentation 
0, 
0,greatness 
1,export gpx want know export gpx one record alone  app export kml alone  want choose type export gpx could use menu export record  inconvenient delete old exporting file   export old record new record 
0,ia track trackzhey follow ppll 
1,strangely inaccurate map app please someone google tell map app location always shown wrongly 1km south west true location  nexus external data provider map apps 100 accurate  thank 
0,good good app 
1,accurate used bike ride forgot garmin  2mph slower rider rode  talk avg move speed 
0,great bad battery either noticed folk problem battery life  used today gs3  battery 100 percent start  road hour 20 minute listened audio book time battery dropped 9 nt know good bad seemed normal  anyway  love app 
1,gps signal drop gps signal drop incorrect max evrage speed  work fine update 
0,awesome another well made app google 
0,awesome sick app 
0,excellent 
0,good good auto resume work cellphone boot come back need fix 
0,best app ever highly recommend regular commuter 
1,mylocation best location 
1,nt work fine moto g battery drop gps signal issue 
1,work well anymore app used great  always mess distance say movie time le half total time turn mess speed  give  please fix problem nt want stop use app 
1,useless app waste time cellphone battery 
0,perfect  automatically know activity based speed 
0,htc one google app enough said 
1,generally quite good  main complaint often refuse restart extended pause  would good fix  also ability pre plan save walk route advance 
0,nice 
1,good feature miss  pls add social site share option  option background show track  google map  apps 
0,love simple effective  google 
0,good look safe  secure 
0,track support mobile 
0,great app 
0,bug 30km bike 85kg lost 39kcal  
0,excellent 
1,need better google earth integration need elevation loss well gain  also need able edit point google earth 
1,calorie totally whacky calorie count lunch  route speed calorie vary 1800 ridiculous 500 probably close right  something badly wrong calorie count algorithm 
1,track keep drop work perfectly recently  many discontinuity recorded track pretty much every time use  known issue  disappointed keep try 
1,always loss gps went excellent poor  always loss gps always end inaccurate reading especially try keep track pace  uninstalled 
0,enjoy track mtb excellent program track new mtb trail  gps update time configured 
1,right crash nt follow like use  grade application poor 
0,google nexus help plz kiktkat 42 versen avleble samsung google nexus i9023 
0,google mean trust 
1,external gps supported  app decent feature external gps provider  mock location  provider supported 
0,mashuk 
0,topapp 
0,lack basic feature plan track please add  sometimes need plan track jusr record something done 
0,awesome app 
0,xelent 
0,track eggcellent 
0,isto funciona bem com banda de peito da polar  
0,good fantastic performance 
0,good good 
0,awesome app  awesome 
0,good  
0,thank  thank 
1,great app shortcoming great app track hike resume accidentally stopped track 
1,extsdcard unable import export external sd card 
0,friend 
1,ca nt install error say  package signed correctly    
0,great use every run 
0,nice application 
0,good app  good graphic 
1,wtf plz fix  ca nt upload exist map anymore 
1,stopped track pace wildly accurate seems track gps ok first mile always whack jogging pace average speed wildly inaccurate  distance traveled mile marker still seem work  please fix  used work flawlessly 
1,awesome since last updates gps seems drop  fix please 
1,ant nt seem work ant nt seem work samsung galaxy note 3 tried garmin hrm 
0,nice helpful navigation 
0,best app 
1,nice like playback ability  wish way race ghost 
1,nt waste time  app worthless  guess free  ca nt hold gps signal brand new s3 
0,maddy use 1st time  dont know 
0,nice simple  use battery han like great track daily walk bike ride  push button start one stop  easy 
1,read please  make saved track availabla navigation route  end point track could destination way predrove walked destination could preferred route  would really usefull awesome 
0,great nice 
0,mobile track good work mobile track good progress 
1,thing idea 10 block direction  25 right city turn gps stupid person 
0,track love use every day drive stats  upload google drive make way kool 
0,best app best aapp android user   
0,track nice 
0,ok ok 
0,another sweet google app gooooood 
1,excellent app nt know happened app  wrong km displayed stats 
0,ca nt get loss world 
1,used love app  app drop 5 star 3 star   used app track 1000km hiking last year half save google terrain map offline longer useful  would nice option use open source paid map service map layer inside application  introduce option right back tell anyone would listen app need look simple reasonable battery footprint export gpx etc  sorry see go 
0,nice app  worth try  
1,awesome nice app help full application  satisfied result today pas 28 km  show 73 km  track good track km  wrong solve problem 
0,samsung galaxy note2 nice app 
1,problem speed  average move speed seems right maximum speed keep average right  also calorie counter way seems take elevation change account gps accurate elevation 
1,possible change unit metric system   ftm mikm 
1,s4 s2 backyard mine track well check make sure email address right though app  l 
0,david thrailkill fly sailplane glider track flown make sure approach landing correct angle attack  track distance average speed altitude  impressive  wish available iphone5 
1,good could better would useful aggregated stats activity type  also would good able display trail google map nt seem accept file format  said enjoy use app look forward next update 
1,keep google family  used strava road bike pro move decided wanted consolidate information best could  ui little lacking hope integration google service develop become whole user experience 
1,unusual battery drain since update galaxy s4 notice app drain battery even use  accord stats app used 17 battery even gps app active  really enjoyed app use battery issue fixed  user app since iit first published play store 
1,excellent app use time hike  like info hike   speed distance altitude calorie  one thing would like able post chart info facebook  great app 
1,useful app still improvement could made many time loss track 
0,rr 
1,nexus 4 htc one work good  share social network would great 
1, since last update gps keep drop  please fix 
0,simple fun use well designed clever app 
1,allow share position drive real time people know 
1,expect google term integrate technology  look forward google apps android update 
0,super cool app  accurate reliable 
1,accuracy doubtful calorie burnt walked 112 mile app show 636 calorie burnt  whereas source refer tell walk distance burn around 110 calorie 
0,im look useful thanks 
1,kitkat samsung note 3 miss app icon open google play drop gps 
0,bst wow  
1,excellent  needed document share journey family friend easy effective way  great addition google earth map map engine  hope learn use effectively test run great experience  keep development feedback anyway 
0,track walk hike  love app 
1,gps need work sometimes super accurate sometimes tree make app think travel 300 foot magically nt track 300 foot 
0,navs help lot 
0,nice app fxjm 
0,mayur 
1,incredibly inaccurate walked 8 mile today measured another program track say went 117 mile stats useless amount time motion kept jump opposite side street walk 2 hour 20 minute walk say motion 15 hours something simple poorly  
0,nice n simple app 
0,need gud 
0,gr8 
0,enough option share 
1,accurate accurate phone  distance recent bike ride wrong 40 mile vs actual 56 better tablet 
1,battery hog great app  app burn 55 battery life please fix bug soon 
1,good app gone bad   used one favorite recently new update inaccurate  regular route give unreliable result  note 3 uk kit kat  please fix  used recommend friend 
0,great app k9 work 
0,great excellent especially paired go earth 
0,sensational apps search way track easly 
1,great promise show great potential lack bluetooth compatible sensor really limit use app  also user interface nt pretty  check argus fitness app available io  good thing go 
0,super 
1,good application much better circa early 2013 since summer 2013 update function presentation worse data generally inaccurate  disappointed 
1,freeze phone gps signal drain battery life quickly great use wish tec issue would fixed thanks advance 
0,work well work 
0,almost perfect would great ble support 
1,recently deteriorate another star  close uninstall  prior review positive  however recently app problem even regular route engage maintain gps  also selfpausing selfstopping  two star  phone motorola razr maxx bad performer service verizon pretty awful mytracks worked ok 
0,work great rid bicycle around town 
1,take lot battery improve please 
0,excellent feature 
1,gps longer work  yet clear whether company simply nt test last update app discontinued 
1,good use daily work superbly  previous device htc sensation struggled produced bizarre zigzagging line make useless triple distance give world record time htc one must better gps system perfect back slow accurate time 
0,track awhedssuummmmmnetric 
1,hog app although installed opened see look like closed consumed 30 battery period 2 hour  unistalling 
1,inaccurate sure burn 618 calorie walk 45 mph 16 minute calorie counter seems extremely inaccurate  enjoy rest feature app though
0,wonderfull track
1,gps nt work properly couple month 
1,suggestion way see stat display show phone embedded kmz file view google doc  
1,first run nt track tried use run within 30 second use app stopped track  would get five star issue fixed  would load issue get fixed 
1,great playback google earth  awesome data collect  comprehensive gps based track app need heart rate monitoring 
1,good gps error hasbeen good programme  gps error caused last update made stop use  error altitude gained 300 ride different day  ditto blank spot log lost gps  u old one back please 
0,good really work fine 
0,simple powerful good app 
1,longer work  nexus 5 used great app  reason longer work  consistent 20 minute lag start record  result distance average time mapprofile data incorrect  thought might incompatible move app problem occurs even move disabled  solution  
0,track export easily reliably  track export easily reliably garmin basecamp  nothing else useful 
1,good plz support offline mapping sygic maverick 
1,inaccurate vastly estimate distance covered 
1,good complete wish one piece additional information people usually think miss app count step autosensing activity  keep reinstalling app hop see update much luck 
1,good app something wrong total v move time  example  ran 5km 26 min brief pause open couple gate yet total moving time 17 min  
1,work well offline offline typical wilderness show current track  used navigate back start point 
1,great found want nexus 4 stock android phone direct google  follow recent update constant gps signal drop route jump around place  cycle besides river thinks jump one side repeatedly  hopefully get back reliable app six month ago 
0,nice good app show track helped lot 
0,simple app work great 
1,virtually useless google made app  seriously  forget track far went google seems idea proper algorithm use gps data  look runskisnowshoewhatever route surprised crazy loop around circle wildly go fro make huge doublebacks run around randomly loop  last snowshoe managed hit speed 498 kmh pathetic  gpsr unit 10 year old technology handle track aplomb  app nt clue 
0, 
1,low power consumption let app ran whole workday half battery capacity left stopped process  say  extra  good want simple track app configure quite well 
0,goood exelent 
0,better endomondo accurate concise ad  excellent 
0,eexcellent 
1,could better ask weight height cant work caloires burned correctly app  would make app well added 
1,distance measured totally wrong  distance measured totally wrong  biking 2km around house  showed 9km  new recording showed wrong saved track taken wrong ok better come latest update fix  asapzte n986 
1,map need wish google map  would get togather 
0,excellent app 
0,cool app  awesome 
0,dodul mufti amaze app 
1,scked battery lightning speed  
1,useful sometimes get bounce back create false result part useful app  use week bike commute see top speed 
0,1 excellent 
1,went wrong since update gps longer work properly move time v run time wrong 
0,gal tab3 70 simple apps powerfull 
1,app great sync issue love app travel trek  reinstall app sync google drive show absurd value  like trekked 14 km show 252 km  please try resolve asap 
0,love work every time use condition ride endurance horse 
1,gps fix stupid app cant get gps fix phone use map walk problem  delete try month time 
0,love app 
1,accurate use runtastic use one  initially thought issue phone  runtastic accurate  way mark compute distance terrible sometimes show like 20km 7km 
0,samsung google nexus gti9250 
1,work perfectly promissed though drain tbe battery like nothing el 
0,fine good 
1,poor track stats garbage behavior gps loss make sense willing blame drop gps signal hardware although navigation map track runkeeper work fine app handle drop stupidest way imaginable  seems assume stationary signal teleport regains signal leading stats complete garbage like 20 minute move time 2 hour bike ride  go back runkeeper even though tremendously slow phone 
0,great idea hope  work 
0,love map pointing almost perfect   work fast  
1,great seems good calorie data seems wrong 35 min walk 1500 kcal  
0,  excellent app 
1,ehh take forever gps track come usually time connects already almost done  used work great suck 
0,excelente aplicacion 
0,awesome awesome 
0,nice good apps 
0,ride pushbike fast rocket 
1,wrong walk 16 km track view 125 
1,record entire journey segment miss journey  hardware software problem  
0,perfect app record ur unknown track  upload google drive 
1,good app look like get everything except count calorie right  calorie count bicycle ride wrong 
1,unstable gps found gps suddenly stop use hike  activate gps resume 
0,amazing app would work perfectly tablet sprint  work samsung galaxy tab 3 use wlan connection 
0,eric tried go back use even  terrible  nearly half bike ride miss  gap everywhere anywhere 
0,best good work 
0,great job good accurate 
1,get weird result previously get pretty accurate mileage elevation data example mileage would almost exactly match bike computer  last month app drop segment workout give weird elevation gain  example today bike ride supposedly climbed 15000 foot fact know couple thousand  google please fix make work like used  previously four five star 
1,late open open time app take much time locate area open goole map show accurate position immediately 
1,good application need ad calorie calculation kayak 
1,kill battery  use upgrade kitkat thing use entire note3 battery 2 hour  clean reboot  even launch first place  
1,good app improved add temperature humidity atmospheric pressure  sharing option 
0,ez ez trac 
0,good good 
1,okay  nt accurately track run day  guess lost gps signal said took sharp turn left immediately run back  idk  think nike run app better 
1,battery hog current version app start drain battery  went 30 zero le one hour light activity phone  took day confirm responsible battery drainage 
1,simply downloaded app opened see look like could  sit couch 20 second track  viewed track said gone distance 97 foot elevation changed  whole time sit couch look 
1,battery  100 10 2 hour 
0,awesome great app track activity  use time mountain biking snowboarding work flawlessly  google earth fly best 
0,brill love like latitude check map 100 better 
1,record bit ride load gap track  apps work fine 
1,nt know losing signal fc alcatel one touch 6033x 
0,good good 
1,needed trekker nice application track back place 
1,used love one app become massively inaccurate  recorded 3 mile walk 5 mile  map track show numerous trail tangent happen stats useless  use htc one problem gps apps  please please fix 
1,gps drop last update 
0,nice 
0,started go give test run 
0,excellent app wish coaching feature 
0,best app must try 
0,excellente excellente 
0,vyasac4470  gmailcon find 
0,ok ok 
0,great app yep one favourite apps mineworks perfectly galaxy s4 
1,core feature badly broken used love app used several year  however v206 latest frequently drop segment ie  trackpath therefore report distance path  elevation gain data consistently reported eg  98000 ft 10 mile trail runhike colorado foothill  sensor bluetooth hrms  nice without one biological data eg  age weight hrmax v02max etc  calorie count useless  love integration google drive earth though fix core feature release quality apps consistent google tech stature reputation 
1,wrong info recorded 
1,accuracy lack ran two people today tracked run mile  525 529 548 app also showed spot tracked way course caused data wrong  guess go back endomondo 
1,loos gps signal new update used app year used like alot  used great app great gps signal coverage  recent update longer reliable loos gps signal time  look reliable app cycling 
1,track nt want make track public share circle google   sorry googlebots everything announce daily routine whole freakin  world  update  updated version app lost ability share directly g  drop rating 2 star   
1,woeful wildly inaccurate calorieburned reading  500 twomile walk individual weighing 140 pound  right 
1,last update horrible last update show trippy lettering give wrong distance  last update 5 app 3214 seems 2 b fixed love app 
0,bad downloaded walk gran child wood  get bit concerned loose tract download bought u right back 
0,cool l like  l love map feel happy life 
1,elevation data garbage 206 version idea updated elevation data garbage  showed hiked 4000 ft one hour yeh right superman  manual download 205 sudden phone battery would drain quickly  regret upgraded 206 phone nexus 5 could google screw phone  
0,excellet app optimied n every area unlikly runtastic diff app bulky sized  simple use luv app 
0,naples havana cafe downloaded app tested lunch trip naples havana cafe chokoloskee  impressed detailed movement road include walk restaurant arrive  anxious use offroading 
0, 
1,track love software  cant wait see whats next  businesspersonal option would nice  autobackup google doc  nice stuff google  switched triplog blow water business purpose  used able merge data fusion table ease  since google earth integration app gone hill  first google app stopped use  love google rock  since nexus avid google juncky  amaze innovative product work  
0,fault tried three similar apps stuck one  simple uncomplicated give information need  used physical activity even track road trip  rate best class  thanks another quality free app google 
0,favorite hike track app 
0,nothing great thing say app  use every day problem 
0,good one favorite google application shitware simple efficient  synchro drive   nice 
1,google drive google drive unable open file ap  hopeless 
0,awesome app useful andi app 
0,great hike tool enjoy  hike friend fun see progress 
0,excellent awesome 
1,lately disastrous lately app misbehaved greatly  example walk appear velocity graph  always average speed around 4050 kmh  guess really fast walker  ridiculous  mention even highest accuracy set path way map walk data scrambled like hell  minmax speed reliable velocity graph nothing  completely unusable 
1,worked 2nd 3rd time gps haywire track hilarious  thought run 1617 mph  wish  ready prime time 
0,great open source application feature full grow  give control data 
1,mostly great use bike ride work great  one observation calorie counter  lot  least cycling  complaint 
0,nice 
0,god god 
0,great use walking drive user  super accurate  measure need exercise even hike fun always able find way back favorite spot found hike mark spot interest 
1,nice like app made aware sensor inaccuracy 
0,notice elevation change much lanett meaner runkeeper  love simple functionality app  thatit give calorie estimate perfect  really like google earth playback lot  like google drive integration 
0,track best 
0,need use place place 
0,work great viewable line love 
1,accurate accurate track appeared taken shortcut case 
0,work quick get started  love 
1,heiner love app  wheelchair like go  roll  around university campus way track far actually go  may make one suggestion use calorie feature awesome really nothing would equivalent manual wheelchair arm used rather leg  get great cardiovascular workout really idea many calorie able burn  someway could added would calculate calorie burned would make even valuable many individual use wheelchair 
1,excellent simple quickly keep track run  simple clean ui  multitude expiry share method  play multiple run pretty neat help compare run 
0,thanks go anywhere europe asia guy 
0,good apps 
1,inaccurate 
1,average speed incorrect therefore distance travelled also shown incorrect 
1,simple objective search good gps sport app replace sportstracker free app  one also free simple best choice far  give try may also like  way best thing app force login g social network 
1,longer track correctly due issue 1446 month bad track  look alternative 
1,nt got came wood nt keep  whole time like wait gps 
0,great app use year 
0,top 
0,love app 
0,hi nice 
0,brill app best app job 
0,user friendly small size app  complete measurement suitable run partner  moreover ad important thing nt make samsung grand hang removed nike 
0,jusr wow luv 
0,awesome super accurate consider 1 bar cell service area  great see stats easy read way  people problem accuracy change accuracy setting also make sure start gps begin 
0,excellent nice free  else one want 
0,great app  use snowmobile atving 
1,gps abysmal since update map tracking accurate appalling 
0,nice app nice apphelpful 
1,nt work well  many gap map 
0,great app  love app use often 
0,well easy use 
1,elevation incorrect since update  used able upload track google doc anymore  also elevation gained  nt compute properly moving time  longer pausing  give strava try 
0,great superb app
1,bad gps support really like app gps place  loses contact skip around generally ruin stats  bike apps nt problem  please fix come back love chart stats 
0,loved use app thanks google never end perfect apps 
1,elevation always 
0,still great  little basic compared paid apps run cycle track everything need 
0,track nice 
1,great tried mapmyrun   load crap mytracks way better need able share via textfacebook 
1,battery drink battery  gps signal weak stop 
0,cool   
0,nice apps google work well app  thanks cover map location 
0,best tracker amaze 
1,uninstalling worthless app  use work ca nt find gps  tried update still nt work  use different app  give 1 star ca nt give anything lower 1 star 
1,mapping charting terrible since last update one coolest apps 5 star phone last update january 2014 please restore previous version 
1,seriously     complicate bit  make one share buttonoption google click f huge text link drive map stuff make web site like endomondo similar apps see track without go around butt pocket  even make 15 click share track via old map one see photo marker even marker text description  would understand app work made youngster 
0,give ghost race work everyday 
0,nt good make search 
0,ed clean simple 
1,move yet movement recorded  said traveled almost km 7 min recorded time elevation also recorded yet lie bed  sad pls fix 
0,best app offroad tracking 
0,helpfull 
0,like used today snowshoe  really like output chart show elevation  need add snowshoe one activity type though 
0,cool super 
0,simple great 
0,muito bom gostei muito 
0, 
1,inaccurate gps tracking extremely poor  distance pace way make app totally unfit purpose 
1,mile system could nt find option metric standard 
0,new nike great tool useful anything 
0,favorite point 
0,google user great app load google drive pc map nt feature play track see stopped started etc like android app 
1,formerly great app terrible gps track  widget glitch resizing hide data  put shelf till get fixed 
0,love cool useful app  fun create map chart  5 star 
0,v good best must needed app travel lot new place 
0,great work great explore track path moto x 
1,low footprint  little faulty  bit difficult get configured properly drop sometimes lot variable involved  autostart feature widget would nice 
0,bangalore terror good 
1,gps needed always need gps use much sourse phone 
1,unusable gps droppin number time threfore statistic nit corect 
0,wonderful app come far advance google play service become one recommended apps navigationlocation us 
0,nice 
1,use app work  complaint wish could use navigation retrace track 
1,elevation profile wish elevation graph shown map altogether let user point slope reflect location map onthefly 
1,battery hog  201402 
0,wisnu nexus good 
1,issue stats change time zone love app except anytime go snowmobile northern wisconsin central time michigan eastern time mess stats  even round trip still mess data  please look  another nice feature would enable screen stay charge mounted handlebar look map without need take case  besides would cool could show similar track top analyze 
1,need functionality gps motionx ios blow app freakin water  google user functionality usability plethora option motionx crazy google please follow suite please need waypoints  coordinate input active location sharingdirection feature 
0,great map walking jog root 
0,yar gajab bahut badhiya aap hai 
0,nice 
0,v good nice track system 
1,need device option smart allow user choose device priority record multiple source type  bicycle speed sensor much le noisy gps instance  phone barometer  accelerometer  compass could optionally used either alone noise filter gps 
0,awsome use prove  plus access anywhere google drive device  awsome  see app help every way possible 
0,800k  big small amount functionality  
0,track 
1,hidden powerhouse  practically ca nt beat cycling computer  googledrive integration kmlgpx import export well export google sheet fusion table  thing miss would make truly killer app would navigation ie   give turn cue based imported kmlgpx file  gim turn arrow line screen something import people ride use track progress get lost 
1,work sony mobile show run speed 161 km hour 
0,love great little app allows import gpx kml file  thank google 
0,fine ok 
0,another sweet service google use every bike ride  nt eat battery track accurately track synced drive  love know exactly far gone average move speed especially  never encountered problem 
1,stop gps every time download app gps find downloaded deleted multiple time make sure app somehow problem  idk could fix please 
1,stop respond 15 minute  tracking great use track mileage drive run map chart open nt tried stats page open work great 15 minute screen stop update tablet slows lot get message say stopped respond wait report close  usually press wait close tablet cover get need stop tracking work fine  seems problem see live data 
0,great app nice apps long trip rid check route map  know speed etc  use year write review today  andy 
0,good app  nice accurate app 
0,quality amazed 
0,goodlooking 
0,9823226158 safgh bbc 
0,brilliant app best get back place nt remember direction 
0,perfect   like likeawesome 
1,good app pinpoint accuracy still need get better 
1,great app last update moving time total time plz fix 
0,best track app check many app turn best one  simply fast many function need  moreover localising accurate fix rapidly gps signal 
0,awesome work perfect 
1,stop track stop track intermittently loses location paired polar h7 bluetooth monitor  nexus 5 android 442 
0,use travel use track tag photo 
1,gps track bug tracking stopped work latest update
0,5 star super program 
1,nt download anything else  best running ap ever  period 
0,excellent record yr track save life time  5 star 
0,sa sacf 
1,love great app would love option download map run offline 
0,app 
1,great app broke last update love app use bike ride since last update moving time total time always even 15 min stop  please fix 
0,good great utility  
0,great app 
0,1 star run 
1,great app always enjoyed app since inception  recently discovered dual portable gps osmand  ability download highly detailed map run trail bike route built incredible  add ability use mock gps integrate two program thought  really hate phone gps use different bluetooth enabled device dual gps coverage worldwide  osmand incredible downloadable map globe  thanks 
0,find usefull need little big improve 
1,accuracy questionable skied 120 minute  say move 60 minute  obvious error stopped time second  like mapping history  wish easier combine different map day 
0,super best software track path 
1,latest update give strange result nexus 5 since update automatically apart calorie counter issue app behave oddly  hold gps least track gps miss lot track  even weirder gradient reading  tell ridden maximum gradient 10002000 total gradient 11 kilometre 50 km ride  need fixed 
1,treadmill nt always run outdoors app ever let track treadmill run change 5 star  manual input would nice 
0,work biking running work kayak anybody  
0,maga gaya dhan dhan ho gai 
1,good app problem last update calculate elevation gain max grade adequately since last update galaxy s4  give crazy number like 120 elevation gain greater actual elevation 
0,great app 
0,great mark hunt spot game trail 
1,inaccurate nexus 4 use alongside runkeeper much 2km 10 minute 8km run  shame potential great  love way watch run google earth  inaccurate 
1,bad avoid use google spyware 
0,niec niec 
0,great app handy lot outtings  used trail  viewed map really help get idea 
0,best tracking app pure awesome 
